platform_code,station_date,latitude,longitude,dac
4903276,2025-05-01 12:29:15,20.81538,-66.4137,AO
6903149,2025-05-01 12:29:20,-20.6107,39.18358,IF
6903051,2025-05-01 12:29:30,-42.33385,46.72425,IF
5905464,2025-05-01 12:35:34,-48.8774,122.9892,CS
1902257,2025-05-01 12:40:21,-35.67597,61.05537,AO
7902056,2025-05-01 12:42:45,-42.344,-120.39,AO
6903588,2025-05-01 12:44:00,78.58927,140.04209,IF
5906334,2025-05-01 12:45:31,-38.783,-34.15,AO
4903172,2025-05-01 12:45:37,37.8968,-149.8002,AO
3902352,2025-05-01 12:45:44,-21.3138,-113.2445,AO
6903141,2025-05-01 12:47:30,23.10671,60.68043,IF
6903138,2025-05-01 12:48:30,11.25697,56.73798,IF
7900628,2025-05-01 12:49:46,-65.298,-109.778,CS
1902695,2025-05-01 12:55:21,58.65356,-32.65911,IF
1902367,2025-05-01 12:55:32,4.7282,90.43517,AO
5906526,2025-05-01 12:57:09,-38.937,75.926,AO
6903140,2025-05-01 12:58:30,22.2348,62.74419,IF
1902654,2025-05-01 12:58:49,0.676,-147.166,AO
3902498,2025-05-01 12:59:44,11.37818,-21.17669,IF
3901480,2025-05-01 13:00:51,-29.52538,-88.57885,AO
5906908,2025-05-01 13:02:00,-61.45079,-121.15479,AO
5906569,2025-05-01 13:05:33,-33.2005,-146.8887,AO
3902451,2025-05-01 13:05:42,15.242,127.732,JA
1902698,2025-05-01 13:06:00,69.47335,4.89043,IF
7902036,2025-05-01 13:07:20,-48.496,-100.94,AO
6990701,2025-05-01 13:12:30,-8.639,81.274,AO
5905848,2025-05-01 13:15:01,-32.446,107.67,JA
5905650,2025-05-01 13:15:09,-20.44,-151.796,AO
5906469,2025-05-01 13:15:49,16.4701,-131.2168,AO
4903472,2025-05-01 13:25:38,23.91785,-85.74109,AO
6903878,2025-05-01 13:26:00,-5.4716,-25.92318,IF
4903563,2025-05-01 13:28:32,18.7144,-81.84819,AO
7902048,2025-05-01 13:30:08,-29.151,-103.002,AO
2903450,2025-05-01 13:31:55,4.7768,-172.1553,AO
2903951,2025-05-01 13:32:00,-3.87479,81.61649,IN
5905443,2025-05-01 13:33:33,-35.5204,-47.6449,CS
5906398,2025-05-01 13:33:49,-38.72193,106.51161,AO
4902499,2025-05-01 13:36:00,41.66452,-28.29907,ME
4903655,2025-05-01 13:39:00,80.50222,131.32355,IF
4902337,2025-05-01 13:43:13,36.48237,-47.27292,AO
5906088,2025-05-01 13:43:16,17.026,-103.1484,AO
5905460,2025-05-01 13:45:22,-25.8764,76.7959,CS
7902240,2025-05-01 13:52:20,28.5718,-68.11823,AO
5906398,2025-05-01 13:53:07,-38.72259,106.51353,AO
1902671,2025-05-01 13:54:55,17.56667,69.15,IN
7901108,2025-05-01 13:56:46,-41.675,125.3278,AO
2903823,2025-05-01 14:00:20,30.69188,-11.73802,IF
5907083,2025-05-01 14:00:32,11.76667,86.2,IN
4902612,2025-05-01 14:02:00,53.99046,-154.03885,ME
4902333,2025-05-01 14:02:17,14.02104,-113.80303,AO
4903775,2025-05-01 14:02:53,14.23333,91.31667,IN
4903634,2025-05-01 14:17:53,50.55747,-38.15955,IF
1902669,2025-05-01 14:17:58,14.43333,86.23333,IN
4903864,2025-05-01 14:20:04,1.0061,64.7833,AO
1902675,2025-05-01 14:24:57,-8.96667,64.86667,IN
5905502,2025-05-01 14:42:12,-52.2211,-162.0832,CS
5906814,2025-05-01 14:48:44,21.2394,-142.9811,AO
6990687,2025-05-01 14:52:58,30.3283,-73.8758,AO
4903023,2025-05-01 14:54:21,26.78136,-176.83622,AO
4903207,2025-05-01 14:57:31,55.4513,-171.0064,AO
4903256,2025-05-01 15:01:49,39.51023,-55.25125,AO
7902204,2025-05-01 15:01:54,-51.57404,175.76698,AO
3902484,2025-05-01 15:07:00,33.45388,32.3552,IF
4902936,2025-05-01 15:10:33,48.1569,164.8191,AO
1902029,2025-05-01 15:13:11,-43.31694,51.85871,AO
1902396,2025-05-01 15:19:22,7.00493,-24.4956,AO
6990530,2025-05-01 15:21:00,74.0976,-0.57715,IF
5906910,2025-05-01 15:21:22,-50.22251,-145.80188,AO
5905294,2025-05-01 15:22:38,-3.3312,174.7489,AO
7901124,2025-05-01 15:23:32,72.7422,-64.29051,IF
5906177,2025-05-01 15:24:21,19.6141,-131.3057,AO
4903619,2025-05-01 15:30:40,9.382,134.87,JA
5906604,2025-05-01 15:34:05,10.996,170.585,JA
3901831,2025-05-01 15:48:51,-50.84851,81.22435,AO
2903439,2025-05-01 15:49:41,-34.71,-109.1992,AO
5906850,2025-05-01 15:50:03,7.9383,163.899,AO
7902017,2025-05-01 15:53:04,32.441,170.0349,AO
3902525,2025-05-01 15:57:52,-42.30043,-131.49094,AO
5906866,2025-05-01 16:04:00,42.19141,39.04343,IF
5906332,2025-05-01 16:09:37,-38.177,-15.54,AO
4903518,2025-05-01 16:12:24,10.9749,-118.091,AO
2903427,2025-05-01 16:13:46,26.73392,150.32948,AO
5906132,2025-05-01 16:15:13,-30.01771,-133.10286,AO
5906186,2025-05-01 16:41:15,48.072,-158.2451,AO
3902164,2025-05-01 16:42:13,-19.78731,-92.06309,AO
5906538,2025-05-01 16:47:39,-28.4543,51.7995,AO
5906836,2025-05-01 16:48:34,56.2719,-177.5412,AO
3901563,2025-05-01 16:49:14,-44.4075,3.3337,BO
5906925,2025-05-01 16:53:17,-19.61421,166.63745,AO
3902321,2025-05-01 16:58:57,-33.92175,-44.72141,AO
3901276,2025-05-01 17:05:48,-23.73378,-116.66047,AO
1902196,2025-05-01 17:07:06,-3.4217,65.1863,AO
1902642,2025-05-01 17:09:09,11.731,-110.855,AO
6903875,2025-05-01 17:20:00,-2.98605,-29.85826,IF
7900949,2025-05-01 17:21:02,-65.4097,57.62836,CS
3902175,2025-05-01 17:21:24,-42.65619,-92.39222,AO
5905290,2025-05-01 17:23:02,-4.1453,-115.1003,AO
7900993,2025-05-01 17:26:35,-62.05524,-36.13945,IF
5905693,2025-05-01 17:27:21,-12.29083,-118.87955,AO
1901751,2025-05-01 17:29:36,-56.97631,119.34475,CS
5906291,2025-05-01 17:31:17,-29.104,88.34,AO
5904774,2025-05-01 17:31:37,52.845,-46.927,AO
7900838,2025-05-01 17:33:19,-15.241,-159.9234,AO
6903791,2025-05-01 17:39:20,-57.1986,-57.30413,IF
5904627,2025-05-01 17:40:54,-20.777,-140.154,AO
5905589,2025-05-01 17:42:20,-34.23892,106.85313,CS
3902562,2025-05-01 17:43:31,34.336,-141.5187,AO
1902651,2025-05-01 17:45:48,-38.853,114.88,AO
3902500,2025-05-01 17:48:20,41.81631,4.01819,IF
5905417,2025-05-01 17:48:50,-17.113,118.0849,CS
7900877,2025-05-01 17:54:49,25.332,-156.693,JA
4903469,2025-05-01 18:02:33,23.7975,-80.54214,AO
5905314,2025-05-01 18:05:29,-3.3449,168.1508,AO
5906241,2025-05-01 18:17:37,48.216,-126.735,AO
4903569,2025-05-01 18:20:24,15.94647,-50.49085,AO
6903561,2025-05-01 18:20:30,77.22912,4.57279,IF
6903560,2025-05-01 18:21:30,70.08309,-4.83232,IF
3902363,2025-05-01 18:24:54,-36.4966,-172.9358,AO
5907067,2025-05-01 18:28:20,50.34634,-30.35668,IF
6903875,2025-05-01 18:31:00,-2.98799,-29.8642,IF
6990657,2025-05-01 18:43:40,67.12788,-23.89785,IF
4903494,2025-05-01 18:47:49,59.1488,-143.4846,AO
3901963,2025-05-01 18:57:30,-65.55639,-6.59147,BO
3902451,2025-05-01 19:03:28,15.226,127.704,JA
5906822,2025-05-01 19:03:46,3.7053,-146.231,AO
7900834,2025-05-01 19:04:14,-31.5717,-149.0646,AO
5906254,2025-05-01 19:08:28,-51.538,-117.353,AO
3902587,2025-05-01 19:20:00,37.49306,-21.77647,IF
1902764,2025-05-01 19:21:03,-34.58711,-34.97478,AO
6990657,2025-05-01 19:22:00,67.12788,-23.89785,IF
2903731,2025-05-01 19:23:52,39.047,158.854,JA
7902202,2025-05-01 19:26:00,37.45249,-21.79369,IF
5906104,2025-05-01 19:37:42,19.5989,160.11103,AO
5906918,2025-05-01 19:39:26,-59.13853,-177.86586,AO
3902681,2025-05-01 19:40:00,61.23074,-20.14681,BO
5906134,2025-05-01 19:40:30,-24.55482,-144.44908,AO
3902295,2025-05-01 19:40:40,-19.55884,-109.30872,AO
5906015,2025-05-01 19:41:29,18.046,-129.007,AO
2903665,2025-05-01 19:43:22,24.585,-178.257,JA
3902592,2025-05-01 19:44:00,38.29297,-20.51984,IF
6904094,2025-05-01 19:49:20,53.49075,-33.50422,IF
3902271,2025-05-01 19:50:07,1.4994,-104.7749,AO
5905516,2025-05-01 19:50:20,-38.637,148.8189,CS
3902631,2025-05-01 19:50:20,34.23326,29.16168,IF
2903443,2025-05-01 19:51:20,31.38453,-17.50644,AO
5906600,2025-05-01 19:51:51,38.571,-177.869,JA
2903903,2025-05-01 19:56:00,38.34293,-20.63633,IF
5906918,2025-05-01 19:59:39,-59.13817,-177.86295,AO
7901110,2025-05-01 20:00:38,37.751,-130.1851,AO
5906692,2025-05-01 20:05:04,7.12,-123.7645,AO
2902899,2025-05-01 20:10:00,60.438,175.702,HZ
4903496,2025-05-01 20:23:27,52.0746,172.6999,AO
4903354,2025-05-01 20:36:39,23.37655,-81.63266,AO
5905256,2025-05-01 20:37:09,-23.12583,-125.08072,AO
4903778,2025-05-01 20:37:20,45.01806,-32.9644,IF
5906502,2025-05-01 20:38:57,25.2593,152.7983,AO
7900994,2025-05-01 20:43:30,-61.56178,-21.28467,IF
3902681,2025-05-01 20:45:00,61.23074,-20.14681,BO
6903297,2025-05-01 20:52:20,34.89816,21.79,IF
5906173,2025-05-01 20:54:50,-0.1175,-178.912,AO
5906301,2025-05-01 21:01:09,4.193,162.778,AO
1902439,2025-05-01 21:13:38,-5.10887,-0.7787,AO
5906240,2025-05-01 21:15:20,38.62,-124.768,AO
5905767,2025-05-01 21:28:03,-14.42475,-154.34436,AO
2903453,2025-05-01 21:29:04,-46.8673,157.7832,AO
2902924,2025-05-01 21:29:31,17.35217,130.6284,HZ
6903770,2025-05-01 21:31:00,-69.5238,-145.64758,IF
7900629,2025-05-01 21:34:08,-58.899,-137.134,CS
6903872,2025-05-01 21:35:00,56.78919,-49.34279,IF
6903798,2025-05-01 21:39:20,-55.52248,20.23728,IF
5905767,2025-05-01 21:47:25,-14.42649,-154.34592,AO
1902387,2025-05-01 21:48:01,7.46089,-33.96656,AO
6903797,2025-05-01 21:54:20,-60.55325,9.80116,IF
3902177,2025-05-01 22:06:59,-37.727,-101.26414,AO
3902201,2025-05-01 22:08:35,-6.69183,-19.12748,AO
6903086,2025-05-01 22:09:00,57.67615,-44.33953,IF
4903753,2025-05-01 22:16:30,11.079,-97.937,AO
5907107,2025-05-01 22:21:52,0.905,72.0704,AO
5905260,2025-05-01 22:32:30,-17.25313,-139.86386,AO
2903139,2025-05-01 22:35:09,-6.37624,96.4059,AO
1902734,2025-05-01 22:40:20,19.84868,61.15527,IF
5905210,2025-05-01 22:47:35,-14.5491,146.8015,CS
4902636,2025-05-01 22:48:00,59.00903,-142.50475,ME
6990629,2025-05-01 22:48:30,35.732,18.09831,IF
2903956,2025-05-01 22:55:20,23.45649,60.61469,IF
2902306,2025-05-01 22:55:47,20.93273,62.88015,IN
1902261,2025-05-01 22:55:53,-38.23982,89.41133,AO
1902757,2025-05-01 22:57:00,22.27172,60.72271,IF
2903140,2025-05-01 22:59:35,7.06179,66.13465,AO
3902657,2025-05-01 23:00:00,20.80952,60.83816,IF
3902342,2025-05-01 23:02:34,22.0888,-174.0366,AO
1902347,2025-05-01 23:04:34,-0.074,-175.521,JA
3902590,2025-05-01 23:08:00,44.23122,-21.70254,IF
5902487,2025-05-01 23:18:34,-21.6653,106.10165,AO
5905479,2025-05-01 23:19:10,-46.3262,-140.84712,CS
5906720,2025-05-01 23:24:32,8.06764,143.53619,AO
5906264,2025-05-01 23:24:42,-37.05,107.88,AO
5906445,2025-05-01 23:29:37,32.3115,-125.5986,AO
1902322,2025-05-01 23:30:30,18.668,-38.16194,AO
5906120,2025-05-01 23:31:59,-40.54108,-165.55914,AO
5906645,2025-05-01 23:32:00,-12.77471,150.28005,CS
5905519,2025-05-01 23:34:00,-11.53998,147.36267,CS
5905763,2025-05-01 23:35:03,-23.24801,-164.30889,AO
1902353,2025-05-01 23:35:52,30.758,139.328,JA
5906361,2025-05-01 23:45:11,-45.50453,-153.28783,AO
5905763,2025-05-01 23:46:15,-23.24841,-164.30875,AO
5905770,2025-05-01 23:53:01,-30.38327,100.07996,AO
4903254,2025-05-01 23:55:32,27.08315,-89.90082,AO
6990711,2025-05-01 23:58:26,-64.66667,70.1,IN
6990711,2025-05-02 00:00:35,-64.68638,69.97391,IN
1902108,2025-05-02 00:00:37,-18.7032,-29.4331,BO
6900793,2025-05-02 00:01:30,-60.79562,58.24473,IF
1902182,2025-05-02 00:02:39,-17.50498,2.50166,AO
1902740,2025-05-02 00:03:00,46.17996,-1.25931,IF
5906893,2025-05-02 00:17:21,-35.69799,-167.74715,AO
7902215,2025-05-02 00:22:00,43.31508,-56.35504,IF
5906114,2025-05-02 00:31:29,-27.26087,-174.94346,AO
3902476,2025-05-02 00:31:30,14.53385,-19.68583,IF
5906893,2025-05-02 00:39:28,-35.69842,-167.7456,AO
3902296,2025-05-02 00:47:58,-20.66161,-113.36849,AO
5906793,2025-05-02 00:49:45,-23.71602,-164.49391,AO
5906114,2025-05-02 00:50:05,-27.2599,-174.94144,AO
3901972,2025-05-02 00:50:30,20.8259,-30.71723,BO
7902302,2025-05-02 00:52:32,-2.0678,-109.8345,AO
3901984,2025-05-02 00:58:30,0.64194,-35.20115,BO
3901471,2025-05-02 00:58:32,-49.89807,-45.3155,AO
3902451,2025-05-02 01:04:08,15.237,127.657,JA
1902344,2025-05-02 01:05:16,19.111,122.563,JA
3902203,2025-05-02 01:05:17,-15.48859,-27.50546,AO
5905871,2025-05-02 01:05:30,-60.071,145.943,JA
5905494,2025-05-02 01:09:58,-11.54,-172.8754,CS
6990661,2025-05-02 01:10:00,42.52755,-60.21397,IF
5905151,2025-05-02 01:12:01,-24.205,-83.184,AO
7900913,2025-05-02 01:14:46,-68.10416,30.29927,CS
5906791,2025-05-02 01:17:22,-20.55575,-150.79306,AO
5907106,2025-05-02 01:18:51,-13.5973,66.5352,AO
4903468,2025-05-02 01:23:10,26.95546,-91.01118,AO
2902768,2025-05-02 01:26:03,13.36,84.384,HZ
2902773,2025-05-02 01:27:32,-6.371,79.653,HZ
2902767,2025-05-02 01:28:34,-1.851,89.057,HZ
2902772,2025-05-02 01:29:56,15.451,84.616,HZ
2902770,2025-05-02 01:31:18,11.912,90.354,HZ
6903826,2025-05-02 01:34:30,32.86203,18.98396,IF
2902766,2025-05-02 01:34:47,14.516,87.447,HZ
5905328,2025-05-02 01:35:41,-41.376,-96.925,AO
5905713,2025-05-02 01:40:24,-4.83594,162.95151,AO
5904974,2025-05-02 01:41:43,-0.6402,-127.4244,AO
5906394,2025-05-02 01:44:16,-39.60328,132.86314,AO
7902199,2025-05-02 01:46:49,37.1168,-125.9302,AO
4903755,2025-05-02 01:53:26,-57.9837,-142.9536,AO
3902467,2025-05-02 01:53:30,38.58838,6.96873,IF
5906394,2025-05-02 02:02:09,-39.60369,132.86312,AO
1901939,2025-05-02 02:07:58,-55.1223,17.7469,BO
7902122,2025-05-02 02:11:45,-30.7618,-126.0332,AO
4902521,2025-05-02 02:12:00,52.29507,-169.23409,ME
1902278,2025-05-02 02:12:29,-33.69348,-27.86291,AO
4903488,2025-05-02 02:14:02,55.8777,-26.9253,AO
5905250,2025-05-02 02:16:03,-35.69203,-110.15877,AO
6904186,2025-05-02 02:18:00,-40.36491,-51.33585,BO
5905407,2025-05-02 02:20:53,-15.6127,149.7541,CS
5905384,2025-05-02 02:21:14,-42.8543,98.5887,CS
5906406,2025-05-02 02:23:16,-17.51729,-165.60317,AO
7902206,2025-05-02 02:24:55,-50.24865,177.68581,AO
5905098,2025-05-02 02:28:55,-46.949,25.311,AO
5905257,2025-05-02 02:29:39,-21.09934,-127.7593,AO
3902468,2025-05-02 02:35:30,-54.62024,7.87605,IF
7902170,2025-05-02 02:38:33,0.86546,80.98119,IN
2903898,2025-05-02 02:42:20,36.29062,20.87504,IF
4903342,2025-05-02 02:46:56,18.31646,-38.38325,AO
6903003,2025-05-02 02:47:30,-2.85202,-90.18846,IF
4903480,2025-05-02 02:52:10,-0.25128,-6.19002,AO
6903002,2025-05-02 02:55:30,-2.55452,-81.43524,IF
5906622,2025-05-02 02:57:28,-7.4905,99.7619,CS
4902590,2025-05-02 02:59:00,27.80597,-70.86787,ME
5905261,2025-05-02 03:03:59,-17.06184,-144.84968,AO
6902924,2025-05-02 03:04:30,-6.14726,169.24035,IF
5905521,2025-05-02 03:06:47,-7.6129,105.9318,CS
5906561,2025-05-02 03:08:45,-45.4411,-54.7152,AO
5906714,2025-05-02 03:10:28,3.58549,148.47457,AO
1902431,2025-05-02 03:13:17,-11.88296,2.68671,AO
4902578,2025-05-02 03:19:00,43.10307,-48.77528,ME
5907134,2025-05-02 03:25:20,-33.36955,-40.71707,AO
5906947,2025-05-02 03:25:30,33.91321,-174.26953,AO
5907141,2025-05-02 03:27:20,25.14967,60.08721,IF
5905402,2025-05-02 03:29:21,-36.2346,123.2931,CS
3902165,2025-05-02 03:45:06,-24.36232,-75.02516,AO
7901024,2025-05-02 03:52:11,-38.8381,32.2302,BO
4903466,2025-05-02 03:59:12,23.70171,-83.97207,AO
6903128,2025-05-02 04:06:00,-54.84041,53.76682,IF
6990704,2025-05-02 04:08:23,-34.19603,-39.75704,AO
3902625,2025-05-02 04:13:00,-14.50109,-10.01254,IF
5906621,2025-05-02 04:17:22,-16.7828,108.8248,CS
5902499,2025-05-02 04:18:33,-54.44584,-159.02319,AO
7900829,2025-05-02 04:23:27,-36.7948,-173.364,AO
5905404,2025-05-02 04:25:00,-13.6545,92.5424,CS
4903830,2025-05-02 04:32:00,27.4801,-37.1312,AO
1902742,2025-05-02 04:33:35,28.2657,-75.8219,AO
4903383,2025-05-02 04:42:06,56.0307,-179.9493,AO
6903049,2025-05-02 04:45:30,-41.49948,-6.00392,IF
5907088,2025-05-02 04:46:00,37.99259,17.10739,IF
5906056,2025-05-02 04:49:22,-35.094,-83.861,AO
6903105,2025-05-02 04:49:40,0.36649,-3.06473,IF
5905248,2025-05-02 04:56:35,-34.68926,-164.01939,AO
1902291,2025-05-02 05:08:38,0.6592,82.2562,AO
5907176,2025-05-02 05:14:26,-57.1,62.55,IN
1902687,2025-05-02 05:19:20,-74.80363,-102.5764,BO
5906728,2025-05-02 05:19:23,-0.44799,135.44782,AO
3901829,2025-05-02 05:19:43,-51.33447,98.93591,AO
5906432,2025-05-02 05:24:27,-36.50288,-172.59295,AO
2902819,2025-05-02 05:25:03,1.664,135.379,HZ
2902804,2025-05-02 05:25:20,5.786,153.211,HZ
7901113,2025-05-02 05:26:00,-34.65836,18.70895,IF
7902188,2025-05-02 05:26:20,82.95069,157.45885,IF
5907041,2025-05-02 05:26:55,-47.81174,-94.46115,AO
2902807,2025-05-02 05:30:29,1.978,152.791,HZ
7900835,2025-05-02 05:31:43,-35.3862,-152.5916,AO
2902806,2025-05-02 05:34:20,7.34,144.811,HZ
6903128,2025-05-02 05:35:00,-54.8407,53.76782,IF
1902732,2025-05-02 05:36:20,-19.39487,-9.8986,IF
7902103,2025-05-02 05:36:53,7.5221,-101.6105,AO
1902751,2025-05-02 05:37:21,20.00164,59.81877,IF
2903750,2025-05-02 05:39:02,42.396,155.676,JA
2902809,2025-05-02 05:41:34,3.115,174.81,HZ
2902272,2025-05-02 05:41:44,19.34376,60.13357,IN
6902998,2025-05-02 05:44:30,-28.03182,-77.51768,IF
5906923,2025-05-02 05:50:32,-24.43142,162.67355,AO
2903729,2025-05-02 05:55:45,32.8,177.29,JA
2903751,2025-05-02 05:55:58,25.064,136.311,JA
1902499,2025-05-02 05:59:42,-3.7012,-3.9484,AO
2903753,2025-05-02 06:00:40,37.638,158.406,JA
1902260,2025-05-02 06:01:26,-61.3864,131.4012,AO
7902198,2025-05-02 06:01:44,41.98981,-125.10615,AO
5907190,2025-05-02 06:02:20,45.60114,-57.41342,IF
2903425,2025-05-02 06:02:27,25.68434,145.30757,AO
2903734,2025-05-02 06:03:36,30.652,142.89,JA
2903725,2025-05-02 06:04:28,33.024,150.092,JA
1902785,2025-05-02 06:04:28,-28.06667,63.61667,IN
2903742,2025-05-02 06:04:29,23.321,136.041,JA
5907088,2025-05-02 06:08:00,37.99189,17.10317,IF
2903720,2025-05-02 06:09:58,24.929,131.415,JA
4903637,2025-05-02 06:14:51,38.06667,133.5,KO
2903746,2025-05-02 06:16:08,23.783,129.372,JA
7900537,2025-05-02 06:16:20,63.37961,3.9176,IF
4903636,2025-05-02 06:16:55,37.61667,135.93333,KO
6900790,2025-05-02 06:17:30,-55.70036,64.84593,IF
5905726,2025-05-02 06:19:29,-33.65767,160.53731,AO
1901911,2025-05-02 06:19:54,-38.5621,17.2891,BO
5906968,2025-05-02 06:20:00,14.83333,134.76667,KO
4902380,2025-05-02 06:22:25,40.174,-156.406,JA
5905386,2025-05-02 06:23:25,-29.4161,109.8191,CS
2903722,2025-05-02 06:26:09,31.666,140.736,JA
6903769,2025-05-02 06:29:30,-50.55033,-38.89618,IF
4903879,2025-05-02 06:32:00,-77.2986,171.5992,IF
3902141,2025-05-02 06:32:13,-24.15059,-79.49874,AO
3902489,2025-05-02 06:34:40,7.14923,-18.28957,IF
5905592,2025-05-02 06:39:25,-56.80333,143.16014,CS
5906755,2025-05-02 06:46:02,9.19923,-149.83116,AO
5905704,2025-05-02 06:47:41,-12.06591,-150.79126,AO
3902681,2025-05-02 06:48:00,61.27118,-20.23159,BO
5906151,2025-05-02 06:56:25,-42.53371,129.88356,AO
5906776,2025-05-02 06:57:25,-25.269,-151.518,AO
7900694,2025-05-02 06:57:29,-69.54467,-176.79865,CS
5906580,2025-05-02 07:03:46,-36.814,-174.356,AO
3902451,2025-05-02 07:05:30,15.253,127.627,JA
3902521,2025-05-02 07:05:34,-9.45828,93.93032,AO
3902291,2025-05-02 07:06:33,-19.08163,-105.66916,AO
5906119,2025-05-02 07:07:48,-33.39068,-157.52928,AO
1902344,2025-05-02 07:07:56,19.183,122.507,JA
6904231,2025-05-02 07:11:00,52.35975,-48.40154,IF
5906532,2025-05-02 07:21:09,51.1933,-141.0315,AO
4903180,2025-05-02 07:23:33,-3.4499,-130.1201,AO
5906411,2025-05-02 07:36:53,-48.26899,-172.88065,AO
5906983,2025-05-02 07:39:30,63.6513,-1.6002,BO
5906753,2025-05-02 07:41:00,11.53695,-146.17408,AO
5905475,2025-05-02 07:41:06,-28.5123,104.248,CS
6990504,2025-05-02 07:43:14,-3.27624,69.46548,IF
5906395,2025-05-02 07:44:48,-38.25028,130.56707,AO
1902475,2025-05-02 07:45:56,-29.78187,54.32382,AO
6903780,2025-05-02 07:47:20,40.61439,5.67868,IF
3902499,2025-05-02 07:51:00,79.93999,42.75851,IF
6903787,2025-05-02 07:53:20,40.28526,3.04211,IF
5906466,2025-05-02 07:53:56,-56.834,-111.133,AO
1902204,2025-05-02 07:55:29,-24.6511,11.35261,AO
3902504,2025-05-02 07:55:30,-22.09217,-81.85796,IF
7902128,2025-05-02 07:57:47,-20.8193,72.824,AO
6903803,2025-05-02 07:58:30,39.0961,18.2671,IF
5906269,2025-05-02 08:01:17,-45.212,161.484,AO
7900914,2025-05-02 08:01:49,-58.7839,137.49951,CS
5904773,2025-05-02 08:03:12,47.132,-18.41,AO
5905712,2025-05-02 08:04:14,-10.89928,-174.01583,AO
4902516,2025-05-02 08:06:00,51.94794,-165.53108,ME
4902514,2025-05-02 08:07:00,52.59548,-164.86456,ME
5906395,2025-05-02 08:07:16,-38.25142,130.56744,AO
3902681,2025-05-02 08:09:00,61.27168,-20.23212,BO
5904810,2025-05-02 08:11:59,-39.218,100.92,AO
4902580,2025-05-02 08:13:00,53.90628,-30.21664,ME
5905782,2025-05-02 08:13:08,-46.42293,-5.93209,AO
4902487,2025-05-02 08:16:00,51.60541,-30.70193,ME
1902717,2025-05-02 08:16:09,-35.45477,9.91215,AO
3901483,2025-05-02 08:17:10,-31.63899,-74.44086,AO
4902587,2025-05-02 08:18:00,52.83754,-156.02802,ME
5906357,2025-05-02 08:21:02,51.7949,-173.1865,AO
4902468,2025-05-02 08:24:00,49.79743,-29.31677,ME
7900828,2025-05-02 08:36:07,-45.0989,-165.7648,AO
6903064,2025-05-02 08:38:30,39.38556,4.12753,IF
4902485,2025-05-02 08:40:00,51.66856,-131.54803,ME
7902205,2025-05-02 08:42:39,-49.94174,179.629,AO
4903577,2025-05-02 08:49:07,34.551,-172.743,AO
1902037,2025-05-02 08:52:29,-48.78513,84.3247,AO
7902207,2025-05-02 08:54:33,-56.38598,-178.85984,AO
6902921,2025-05-02 08:59:30,-2.25186,-92.32205,IF
7900804,2025-05-02 09:00:53,-38.3959,-38.80716,AO
7901132,2025-05-02 09:02:15,-41.3176,-41.0459,BO
5906604,2025-05-02 09:08:47,10.978,170.61,JA
6902910,2025-05-02 09:10:30,60.77371,-24.80738,IF
5902490,2025-05-02 09:10:56,-12.73474,104.42182,AO
2902803,2025-05-02 09:16:51,9.29,149.528,HZ
1902724,2025-05-02 09:21:35,-48.6661,-35.6234,BO
2902818,2025-05-02 09:22:25,15.628,139.497,HZ
4902440,2025-05-02 09:23:00,28.61305,-54.89512,ME
4902481,2025-05-02 09:25:00,37.6776,-64.13042,ME
5906603,2025-05-02 09:26:35,10.851,164.625,JA
3902376,2025-05-02 09:28:48,53.0947,166.3309,AO
4902473,2025-05-02 09:29:00,49.57172,-138.71132,ME
5906154,2025-05-02 09:31:14,4.1051,-118.8989,AO
2902808,2025-05-02 09:33:25,4.913,164.193,HZ
5904942,2025-05-02 09:35:21,0.5627,156.1799,AO
4902446,2025-05-02 09:36:00,49.74271,-141.01558,ME
4902474,2025-05-02 09:40:00,46.46936,-128.38113,ME
3902459,2025-05-02 09:42:30,-55.54553,121.33441,IF
1901770,2025-05-02 09:43:20,-42.41005,67.33488,CS
4902547,2025-05-02 09:44:00,52.29502,-133.11189,ME
5906388,2025-05-02 09:46:11,30.591,129.784,JA
5906602,2025-05-02 09:46:23,9.677,159.222,JA
3902342,2025-05-02 09:46:26,22.0966,-174.0145,AO
5906393,2025-05-02 09:47:09,38.437,151.944,JA
4902658,2025-05-02 09:48:00,-17.46159,-1.3349,ME
5906958,2025-05-02 09:48:08,36.66866,176.89425,AO
2903768,2025-05-02 09:49:30,-39.10056,90.90699,IF
7902058,2025-05-02 09:50:38,-41.671,-124.017,AO
5905571,2025-05-02 09:55:49,0.0884,147.3676,CS
5904068,2025-05-02 09:57:49,-24.70077,-90.50778,AO
7902118,2025-05-02 09:59:01,3.5395,-176.9509,AO
5906391,2025-05-02 09:59:32,32.904,137.35,JA
1902404,2025-05-02 10:07:25,6.0342,-49.73215,AO
5905289,2025-05-02 10:11:26,1.551,-168.8921,AO
3901793,2025-05-02 10:13:20,-20.65912,-99.92178,AO
5906392,2025-05-02 10:13:57,20.047,124.017,JA
6902959,2025-05-02 10:16:30,-30.64484,-84.65471,IF
4903287,2025-05-02 10:18:13,33.7675,-162.0638,AO
2903138,2025-05-02 10:30:54,6.97314,67.48424,AO
5906847,2025-05-02 10:31:20,0.30734,-132.68302,AO
4903784,2025-05-02 10:37:51,55.1307,14.42559,IF
5906260,2025-05-02 10:39:31,-43.042,132.568,AO
7902109,2025-05-02 10:43:24,-23.4326,166.0247,AO
6990638,2025-05-02 10:45:00,77.60704,3.14111,IF
